o1 o1
92 0.0000000000
93 0.0000000000
94 0.0000000000
95 0.0000000000
96 0.0000000000
97 0.0000000000
98 0.0000000000
99 0.0000000000
o2 o2
0 0.6209088077
1 0.7707262366
2 0.9007389263
3 0.9960436937
4 1.0462688592
5 1.0462688592
6 0.9960436937
7 0.9007389263
8 0.7707262366
9 0.6209088077
10 0.7704861705
11 0.9563947219
12 1.1177275588
13 1.2359913108
14 1.2983157536
15 1.2983157536
16 1.2359913108
17 1.1177275588
18 0.9563947219
19 0.7704861705
20 0.9002917486
21 1.1175207416
22 1.3060336927
23 1.4442216112
24 1.5170459963
25 1.5170459963
26 1.4442216112
27 1.3060336927
28 1.1175207416
29 0.9002917486
30 0.9954537628
31 1.2356441441
32 1.4440831605
33 1.5968777226
34 1.6773997403
35 1.6773997403
36 1.5968777226
37 1.4440831605
38 1.2356441441
39 0.9954537628
40 1.0456088166
41 1.2979009770
42 1.5168420081
43 1.6773349885
44 1.7619140365
45 1.7619140365
46 1.6773349885
47 1.5168420081
48 1.2979009770
49 1.0456088166
50 1.0456088166
51 1.2979009770
52 1.5168420081
53 1.6773349885
54 1.7619140365
55 1.7619140365
56 1.6773349885
57 1.5168420081
58 1.2979009770
59 1.0456088166
60 0.9954537628
61 1.2356441441
62 1.4440831605
63 1.5968777226
64 1.6773997403
65 1.6773997403
66 1.5968777226
67 1.4440831605
68 1.2356441441
69 0.9954537628
70 0.9002917486
71 1.1175207416
72 1.3060336927
73 1.4442216112
74 1.5170459963
75 1.5170459963
76 1.4442216112
77 1.3060336927
78 1.1175207416
79 0.9002917486
80 0.7704861705
81 0.9563947219
82 1.1177275588
83 1.2359913108
84 1.2983157536
85 1.2983157536
86 1.2359913108
87 1.1177275588
88 0.9563947219
89 0.7704861705
90 0.6209088077
91 0.7707262366
92 0.9007389263
93 0.9960436937
94 1.0462688592
95 1.0462688592
96 0.9960436937
97 0.9007389263
98 0.7707262366
99 0.6209088077
o2 o3
0 0.0366222733
1 0.0544448740
2 0.0733019827
3 0.0893761238
4 0.0986902856
5 0.0986902856
6 0.0893761238
7 0.0733019827
8 0.0544448740
9 0.0366222733
10 0.0307220621
11 0.0456732651
12 0.0614923067
13 0.0749767444
14 0.0827903024
15 0.0827903024
16 0.0749767444
17 0.0614923067
18 0.0456732651
19 0.0307220621
20 0.0243404288
21 0.0361859452
22 0.0487190316
23 0.0594024614
24 0.0655929753
25 0.0655929753
26 0.0594024614
27 0.0487190316
28 0.0361859452
29 0.0243404288
30 0.0180836899
31 0.0268843009
32 0.0361957411
33 0.0441329814
34 0.0487322156
35 0.0487322156
36 0.0441329814
37 0.0361957411
38 0.0268843009
39 0.0180836899
40 0.0125231624
41 0.0186176864
42 0.0250659654
43 0.0305625952
44 0.0337476176
45 0.0337476176
46 0.0305625952
47 0.0250659654
48 0.0186176864
49 0.0125231624
50 0.0080436020
51 0.0119581024
52 0.0160998190
53 0.0196302933
54 0.0216760268
55 0.0216760268
56 0.0196302933
57 0.0160998190
58 0.0119581024
59 0.0080436020
60 0.0047724144
61 0.0070949583
62 0.0095523136
63 0.0116470078
64 0.0128607784
65 0.0128607784
66 0.0116470078
67 0.0095523136
68 0.0070949583
69 0.0047724144
70 0.0026070797
71 0.0038758414
72 0.0052182481
73 0.0063625399
74 0.0070255999
75 0.0070255999
76 0.0063625399
77 0.0052182481
78 0.0038758414
79 0.0026070797
80 0.0013078295
81 0.0019442980
82 0.0026177102
83 0.0031917389
84 0.0035243599
85 0.0035243599
86 0.0031917389
87 0.0026177102
88 0.0019442980
89 0.0013078295
90 0.0006011754
91 0.0008937436
92 0.0012032937
93 0.0014671599
94 0.0016200571
95 0.0016200571
96 0.0014671599
97 0.0012032937
98 0.0008937436
99 0.0006011754
o3 o1
0 1.4851584797
1 1.4858641358
2 1.4863935259
3 1.4867465230
4 1.4869230427
5 1.4869230427
6 1.4867465230
7 1.4863935259
8 1.4858641358
9 1.4851584797
10 0.7686753180
11 0.7690405453
12 0.7693145423
13 0.7694972435
14 0.7695886050
15 0.7695886050
16 0.7694972435
17 0.7693145423
18 0.7690405453
19 0.7686753180
20 0.2195257781
21 0.2196300833
22 0.2197083340
23 0.2197605116
24 0.2197866035
25 0.2197866035
26 0.2197605116
27 0.2197083340
28 0.2196300833
29 0.2195257781
30 0.0314825029
31 0.0314974615
32 0.0315086835
33 0.0315161664
34 0.0315199083
35 0.0315199083
36 0.0315161664
37 0.0315086835
38 0.0314974615
39 0.0314825029
40 0.0021436752
41 0.0021446938
42 0.0021454579
43 0.0021459674
44 0.0021462222
45 0.0021462222
46 0.0021459674
47 0.0021454579
48 0.0021446938
49 0.0021436752
50 0.0000671596
51 0.0000671915
52 0.0000672155
53 0.0000672314
54 0.0000672394
55 0.0000672394
56 0.0000672314
57 0.0000672155
58 0.0000671915
59 0.0000671596
60 0.0000009506
61 0.0000009511
62 0.0000009514
63 0.0000009517
64 0.0000009518
65 0.0000009518
66 0.0000009517
67 0.0000009514
68 0.0000009511
69 0.0000009506
70 0.0000000060
71 0.0000000060
72 0.0000000060
73 0.0000000060
74 0.0000000060
75 0.0000000060
76 0.0000000060
77 0.0000000060
78 0.0000000060
79 0.0000000060
80 0.0000000000
81 0.0000000000
82 0.0000000000
83 0.0000000000
84 0.0000000000
85 0.0000000000
86 0.0000000000
87 0.0000000000
88 0.0000000000
89 0.0000000000
90 0.0000000000
91 0.0000000000
92 0.0000000000
93 0.0000000000
94 0.0000000000
95 0.0000000000
96 0.0000000000
97 0.0000000000
98 0.0000000000
99 0.0000000000
o3 o2
0 0.0000000000
1 0.0000000000
2 0.0000000000
3 0.0000000000
4 0.0000000000
5 0.0000000000
6 0.0000000000
7 0.0000000000
8 0.0000000000
9 0.0000000000
10 0.0000000000
11 0.0000000000
12 0.0000000000
13 0.0000000000
14 0.0000000000
15 0.0000000000
16 0.0000000000
17 0.0000000000
18 0.0000000000
19 0.0000000000
20 0.0000000060
21 0.0000000060
22 0.0000000060
23 0.0000000060
24 0.0000000060
25 0.0000000060
26 0.0000000060
27 0.0000000060
28 0.0000000060
29 0.0000000060
30 0.0000009458
31 0.0000009463
32 0.0000009466
33 0.0000009468
34 0.0000009469
35 0.0000009469
36 0.0000009468
37 0.0000009466
38 0.0000009463
39 0.0000009458
40 0.0000668764
41 0.0000669082
42 0.0000669321
43 0.0000669480
44 0.0000669559
45 0.0000669559
46 0.0000669480
47 0.0000669321
48 0.0000669082
49 0.0000668764
50 0.0021364770
51 0.0021374921
52 0.0021382537
53 0.0021387615
54 0.0021390154
55 0.0021390154
56 0.0021387615
57 0.0021382537
58 0.0021374921
59 0.0021364770
60 0.0314030224
61 0.0314179432
62 0.0314291369
63 0.0314366009
64 0.0314403333
65 0.0314403333
66 0.0314366009
67 0.0314291369
68 0.0314179432
69 0.0314030224
70 0.2191441239
71 0.2192482478
72 0.2193263625
73 0.2193784493
74 0.2194044959
75 0.2194044959
76 0.2193784493
77 0.2193263625
78 0.2192482478
79 0.2191441239
80 0.7678656208
81 0.7682304634
82 0.7685041719
83 0.7686866806
84 0.7687779459
85 0.7687779459
86 0.7686866806
87 0.7685041719
88 0.7682304634
89 0.7678656208
90 1.4842472668
91 1.4849524900
92 1.4854815552
93 1.4858343358
94 1.4860107472
95 1.4860107472
96 1.4858343358
97 1.4854815552
98 1.4849524900
99 1.4842472668
o3 o3
0 0.0697720040
1 0.0698394588
2 0.0698900927
3 0.0699238690
4 0.0699407632
5 0.0699407632
6 0.0699238690
7 0.0698900927
8 0.0698394588
9 0.0697720040
10 0.1143475451
11 0.1144580950
12 0.1145410775
13 0.1145964326
14 0.1146241202
15 0.1146241202
16 0.1145964326
17 0.1145410775
18 0.1144580950
19 0.1143475451
20 0.1348146293
21 0.1349449666
22 0.1350428022
23 0.1351080653
24 0.1351407087
25 0.1351407087
26 0.1351080653
27 0.1350428022
28 0.1349449666
29 0.1348146293
30 0.1391148969
31 0.1392493916
32 0.1393503479
33 0.1394176928
34 0.1394513774
35 0.1394513774
36 0.1394176928
37 0.1393503479
38 0.1392493916
39 0.1391148969
40 0.1395255690
41 0.1396604607
42 0.1397617151
43 0.1398292588
44 0.1398630429
45 0.1398630429
46 0.1398292588
47 0.1397617151
48 0.1396604607
49 0.1395255690
50 0.1395255690
51 0.1396604607
52 0.1397617151
53 0.1398292588
54 0.1398630429
55 0.1398630429
56 0.1398292588
57 0.1397617151
58 0.1396604607
59 0.1395255690
60 0.1391148969
61 0.1392493916
62 0.1393503479
63 0.1394176928
64 0.1394513774
65 0.1394513774
66 0.1394176928
67 0.1393503479
68 0.1392493916
69 0.1391148969
70 0.1348146293
71 0.1349449666
72 0.1350428022
73 0.1351080653
74 0.1351407087
75 0.1351407087
76 0.1351080653
77 0.1350428022
78 0.1349449666
79 0.1348146293
80 0.1143475451
81 0.1144580950
82 0.1145410775
83 0.1145964326
84 0.1146241202
85 0.1146241202
86 0.1145964326
87 0.1145410775
88 0.1144580950
89 0.1143475451
90 0.0697720040
91 0.0698394588
92 0.0698900927
93 0.0699238690
94 0.0699407632
95 0.0699407632
96 0.0699238690
97 0.0698900927
98 0.0698394588
99 0.0697720040
END
